,Unnamed: 0.1,Unnamed: 0,poster,title,certificate,runtime,genre,rating,about,director,stars,votes,gross_earn,clean about
750,750,750,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,p.s. i love you,12A,126 min,"['comedy', 'drama', 'romance']",7.0,A young widow discovers that her late husband has left her 10 messages intended to help ease her pain and start a new life.,richard lagravenese,"('Hilary Swank',), ('Gerard Butler',), ('Harry Connick Jr.',), ('Lisa Kudrow',)","2,09,646",$53.70M,"['young', 'widow', 'discovers', 'late', 'husband', 'left', '10', 'messages', 'intended', 'help', 'ease', 'pain', 'start', 'new', 'life']"
751,751,751,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,ip man,15,106 min,"['action', 'biography', 'drama']",8.0,"During the Japanese invasion of China, a wealthy martial artist is forced to leave his home when his city is occupied. With little means of providing for themselves, Ip Man and the remaining members of the city must find a way to survive.",wilson yip,"('Donnie Yen',), ('Simon Yam',), ('Siu-Wong Fan',), ('Ka-Tung Lam',)","2,23,019",,"['japanese', 'invasion', 'china', 'wealthy', 'martial', 'artist', 'forced', 'leave', 'home', 'city', 'occupied', 'little', 'means', 'providing', 'ip', 'man', 'remaining', 'members', 'city', 'must', 'find', 'way', 'survive']"
752,752,752,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,spy,15,120 min,"['action', 'comedy']",7.0,"A desk-bound CIA analyst volunteers to go undercover to infiltrate the world of a deadly arms dealer, and prevent diabolical global disaster.",paul feig,"('Melissa McCarthy',), ('Rose Byrne',), ('Jude Law',), ('Jason Statham',)","2,44,140",$110.83M,"['deskbound', 'cia', 'analyst', 'volunteers', 'go', 'undercover', 'infiltrate', 'world', 'deadly', 'arms', 'dealer', 'prevent', 'diabolical', 'global', 'disaster']"
753,753,753,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,zootropolis,PG,108 min,"['animation', 'adventure', 'comedy']",8.0,"In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy.",byron howard,"('Rich Moore',), ('Jared Bush',), ('Ginnifer Goodwin',), ('Jason Bateman',)","4,90,117",$341.27M,"['city', 'anthropomorphic', 'animals', 'rookie', 'bunny', 'cop', 'cynical', 'con', 'artist', 'fox', 'must', 'work', 'together', 'uncover', 'conspiracy']"
754,754,754,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,romeo + juliet,12,120 min,"['drama', 'romance']",6.7,Shakespeare's famous play is updated to the hip modern suburb of Verona still retaining its original dialogue.,baz luhrmann,"('Leonardo DiCaprio',), ('Claire Danes',), ('John Leguizamo',), ('Harold Perrineau',)","2,27,969",$46.35M,"['shakespeares', 'famous', 'play', 'updated', 'hip', 'modern', 'suburb', 'verona', 'still', 'retaining', 'original', 'dialogue']"
755,755,755,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,teenage mutant ninja turtles,12A,101 min,"['action', 'adventure', 'comedy']",5.8,"When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home.",jonathan liebesman,"('Megan Fox',), ('Will Arnett',), ('William Fichtner',), ('Noel Fisher',)","2,10,416",$191.20M,"['kingpin', 'threatens', 'new', 'york', 'city', 'group', 'mutated', 'turtle', 'warriors', 'must', 'emerge', 'shadows', 'protect', 'home']"
756,756,756,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,safe house,15,115 min,"['action', 'thriller']",6.7,"A young CIA agent is tasked with looking after a fugitive in a safe house. But when the safe house is attacked, he finds himself on the run with his charge.",daniel espinosa,"('Denzel Washington',), ('Ryan Reynolds',), ('Robert Patrick',), ('Vera Farmiga',)","2,22,468",$126.37M,"['young', 'cia', 'agent', 'tasked', 'looking', 'fugitive', 'safe', 'house', 'safe', 'house', 'attacked', 'finds', 'run', 'charge']"
757,757,757,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,death race,15,105 min,"['action', 'sci-fi', 'thriller']",6.4,Ex-con Jensen Ames is forced by the warden of a notorious prison to compete in our post-industrial world's most popular sport: a car race in which inmates must brutalize and kill one another on the road to victory.,paul w.s. anderson,"('Jason Statham',), ('Joan Allen',), ('Tyrese Gibson',), ('Ian McShane',)","2,08,673",$36.32M,"['excon', 'jensen', 'ames', 'forced', 'warden', 'notorious', 'prison', 'compete', 'postindustrial', 'worlds', 'popular', 'sport', 'car', 'race', 'inmates', 'must', 'brutalize', 'kill', 'one', 'another', 'road', 'victory']"
758,758,758,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,ice age: dawn of the dinosaurs,U,94 min,"['animation', 'adventure', 'comedy']",6.9,"When Sid's attempt to adopt three dinosaur eggs gets him abducted by their real mother to an underground lost world, his friends attempt to rescue him.",carlos saldanha,"('Michael Thurmeier',), ('Ray Romano',), ('John Leguizamo',), ('Denis Leary',)","2,43,661",$196.57M,"['sids', 'attempt', 'adopt', 'three', 'dinosaur', 'eggs', 'gets', 'abducted', 'real', 'mother', 'underground', 'lost', 'world', 'friends', 'attempt', 'rescue']"
759,759,759,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"i love you, man",15,105 min,"['comedy', 'romance']",7.0,"Friendless Peter Klaven goes on a series of man-dates to find a Best Man for his wedding. But, when his insta-bond with his new B.F.F. puts a strain on his relationship with his fiancée, can the trio learn to live happily ever after?",john hamburg,"('Paul Rudd',), ('Jason Segel',), ('Rashida Jones',), ('Sarah Burns',)","2,05,724",$71.44M,"['friendless', 'peter', 'klaven', 'goes', 'series', 'mandates', 'find', 'best', 'man', 'wedding', 'instabond', 'new', 'bff', 'puts', 'strain', 'relationship', 'fiancée', 'trio', 'learn', 'live', 'happily', 'ever']"
760,760,760,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,match point,12A,124 min,"['drama', 'romance', 'thriller']",7.6,"At a turning point in his life, a former tennis pro falls for an actress who happens to be dating his friend and soon-to-be brother-in-law.",woody allen,"('Scarlett Johansson',), ('Jonathan Rhys Meyers',), ('Emily Mortimer',), ('Matthew Goode',)","2,17,470",$23.09M,"['turning', 'point', 'life', 'former', 'tennis', 'pro', 'falls', 'actress', 'happens', 'dating', 'friend', 'soontobe', 'brotherinlaw']"
761,761,761,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,machete,18,105 min,"['action', 'crime', 'thriller']",6.6,"After being set-up and betrayed by the man who hired him to assassinate a Texas Senator, an ex-Federale launches a brutal rampage of revenge against his former boss.",ethan maniquis,"('Robert Rodriguez',), ('Danny Trejo',), ('Michelle Rodriguez',), ('Robert De Niro',)","1,97,355",$26.59M,"['setup', 'betrayed', 'man', 'hired', 'assassinate', 'texas', 'senator', 'exfederale', 'launches', 'brutal', 'rampage', 'revenge', 'former', 'boss']"
762,762,762,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,a good day to die hard,12A,98 min,"['action', 'thriller']",5.2,"John McClane travels to Russia to help out his seemingly wayward son, Jack, only to discover that Jack is a CIA operative working undercover, causing the father and son to team up against underworld forces.",john moore,"('Bruce Willis',), ('Jai Courtney',), ('Sebastian Koch',), ('Mary Elizabeth Winstead',)","2,06,930",$67.35M,"['john', 'mcclane', 'travels', 'russia', 'help', 'seemingly', 'wayward', 'son', 'jack', 'discover', 'jack', 'cia', 'operative', 'working', 'undercover', 'causing', 'father', 'son', 'team', 'underworld', 'forces']"
763,763,763,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,the great escape,PG,172 min,"['adventure', 'drama', 'history']",8.2,Allied prisoners of war plan for several hundred of their number to escape from a German camp during World War II.,john sturges,"('Steve McQueen',), ('James Garner',), ('Richard Attenborough',), ('Charles Bronson',)","2,42,951",$12.10M,"['allied', 'prisoners', 'war', 'plan', 'several', 'hundred', 'number', 'escape', 'german', 'camp', 'world', 'war', 'ii']"
764,764,764,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,predestination,15,97 min,"['action', 'drama', 'sci-fi']",7.4,"For his final assignment, a top temporal agent must pursue the one criminal that has eluded him throughout time. The chase turns into a unique, surprising and mind-bending exploration of love, fate, identity and time travel taboos.",michael spierig,"('Peter Spierig',), ('Ethan Hawke',), ('Sarah Snook',), ('Noah Taylor',)","2,80,552",$0.07M,"['final', 'assignment', 'top', 'temporal', 'agent', 'must', 'pursue', 'one', 'criminal', 'eluded', 'throughout', 'time', 'chase', 'turns', 'unique', 'surprising', 'mindbending', 'exploration', 'love', 'fate', 'identity', 'time', 'travel', 'taboos']"
765,765,765,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,rio,U,96 min,"['animation', 'adventure', 'comedy']",6.9,"When Blu, a domesticated macaw from small-town Minnesota, meets the fiercely independent Jewel, he takes off on an adventure to Rio de Janeiro with the bird of his dreams.",carlos saldanha,"('Jesse Eisenberg',), ('Anne Hathaway',), ('George Lopez',), ('Karen Disher',)","2,26,064",$143.62M,"['blu', 'domesticated', 'macaw', 'smalltown', 'minnesota', 'meets', 'fiercely', 'independent', 'jewel', 'takes', 'adventure', 'rio', 'de', 'janeiro', 'bird', 'dreams']"
766,766,766,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,the number 23,15,98 min,"['crime', 'mystery', 'thriller']",6.4,"Walter Sparrow becomes obsessed with a novel that he believes was written about him, as more and more similarities between himself and his literary alter ego seem to arise.",joel schumacher,"('Jim Carrey',), ('Virginia Madsen',), ('Logan Lerman',), ('Danny Huston',)","2,02,313",$35.19M,"['walter', 'sparrow', 'becomes', 'obsessed', 'novel', 'believes', 'written', 'similarities', 'literary', 'alter', 'ego', 'seem', 'arise']"
767,767,767,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,the hunger games: mockingjay - part 2,12A,137 min,"['action', 'adventure', 'sci-fi']",6.5,Katniss and a team of rebels from District 13 prepare for the final battle that will decide the fate of Panem.,francis lawrence,"('Jennifer Lawrence',), ('Josh Hutcherson',), ('Liam Hemsworth',), ('Woody Harrelson',)","3,22,089",$281.72M,"['katniss', 'team', 'rebels', 'district', '13', 'prepare', 'final', 'battle', 'decide', 'fate', 'panem']"
768,768,768,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,white house down,12A,131 min,"['action', 'drama', 'thriller']",6.3,"While on a tour of the White House with his young daughter, a Capitol policeman springs into action to save his child and protect the president from a heavily armed group of paramilitary invaders.",roland emmerich,"('Channing Tatum',), ('Jamie Foxx',), ('Maggie Gyllenhaal',), ('Jason Clarke',)","2,21,024",$73.10M,"['tour', 'white', 'house', 'young', 'daughter', 'capitol', 'policeman', 'springs', 'action', 'save', 'child', 'protect', 'president', 'heavily', 'armed', 'group', 'paramilitary', 'invaders']"
769,769,769,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,hotel transylvania,U,91 min,"['animation', 'adventure', 'comedy']",7.0,"Dracula, who operates a high-end resort away from the human world, goes into overprotective mode when a boy discovers the resort and falls for the count's teenaged daughter.",genndy tartakovsky,"('Adam Sandler',), ('Kevin James',), ('Andy Samberg',), ('Selena Gomez',)","2,52,656",$148.31M,"['dracula', 'operates', 'highend', 'resort', 'away', 'human', 'world', 'goes', 'overprotective', 'mode', 'boy', 'discovers', 'resort', 'falls', 'counts', 'teenaged', 'daughter']"
770,770,770,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,the ugly truth,15,96 min,"['comedy', 'romance']",6.4,An uptight television producer takes control of a morning show segment on modern relationships hosted by a misogynistic man.,robert luketic,"('Katherine Heigl',), ('Gerard Butler',), ('Bree Turner',), ('Eric Winter',)","2,18,350",$88.92M,"['uptight', 'television', 'producer', 'takes', 'control', 'morning', 'show', 'segment', 'modern', 'relationships', 'hosted', 'misogynistic', 'man']"
771,771,771,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,true romance,18,119 min,"['crime', 'drama', 'romance']",7.9,"In Detroit, a lonely pop culture geek marries a call girl, steals cocaine from her pimp, and tries to sell it in Hollywood. Meanwhile, the owners of the cocaine, the Mob, track them down in an attempt to reclaim it.",tony scott,"('Christian Slater',), ('Patricia Arquette',), ('Dennis Hopper',), ('Val Kilmer',)","2,25,473",$12.28M,"['detroit', 'lonely', 'pop', 'culture', 'geek', 'marries', 'call', 'girl', 'steals', 'cocaine', 'pimp', 'tries', 'sell', 'hollywood', 'meanwhile', 'owners', 'cocaine', 'mob', 'track', 'attempt', 'reclaim']"
772,772,772,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,the happening,15,91 min,"['adventure', 'sci-fi', 'thriller']",5.0,"A science teacher, his wife, and a young girl struggle to survive a plague that causes those infected to commit suicide.",m. night shyamalan,"('Mark Wahlberg',), ('Zooey Deschanel',), ('John Leguizamo',), ('Ashlyn Sanchez',)","2,06,624",$64.51M,"['science', 'teacher', 'wife', 'young', 'girl', 'struggle', 'survive', 'plague', 'causes', 'infected', 'commit', 'suicide']"
773,773,773,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,austin powers in goldmember,12,94 min,"['action', 'adventure', 'comedy']",6.2,"Upon learning that his father has been kidnapped, Austin Powers must travel to 1975 and defeat the aptly named villain Goldmember, who is working with Dr. Evil.",jay roach,"('Mike Myers',), ('Beyoncé',), ('Seth Green',), ('Michael York',)","2,09,214",$213.31M,"['upon', 'learning', 'father', 'kidnapped', 'austin', 'powers', 'must', 'travel', '1975', 'defeat', 'aptly', 'named', 'villain', 'goldmember', 'working', 'dr', 'evil']"
774,774,774,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,carlito's way,18,144 min,"['crime', 'drama', 'thriller']",7.9,"A Puerto Rican former convict, just released from prison, pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of N.Y.C.",brian de palma,"('Al Pacino',), ('Sean Penn',), ('Penelope Ann Miller',), ('John Leguizamo',)","2,16,721",$36.95M,"['puerto', 'rican', 'former', 'convict', 'released', 'prison', 'pledges', 'stay', 'away', 'drugs', 'violence', 'despite', 'pressure', 'around', 'lead', 'better', 'life', 'outside', 'nyc']"
775,775,775,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,a walk to remember,PG,101 min,"['drama', 'romance']",7.3,"Two North Carolina teens, Landon Carter and Jamie Sullivan, are thrown together after Landon gets into trouble and is sentenced to perform community service.",adam shankman,"('Mandy Moore',), ('Shane West',), ('Peter Coyote',), ('Daryl Hannah',)","2,10,466",$41.23M,"['two', 'north', 'carolina', 'teens', 'landon', 'carter', 'jamie', 'sullivan', 'thrown', 'together', 'landon', 'gets', 'trouble', 'sentenced', 'perform', 'community', 'service']"
776,776,776,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,american pie: the wedding,15,96 min,['comedy'],6.3,"It's the wedding of Jim and Michelle and the gathering of their families and friends, including Jim's old friends from high school and Michelle's little sister.",jesse dylan,"('Jason Biggs',), ('Alyson Hannigan',), ('Seann William Scott',), ('Eugene Levy',)","2,05,713",$104.57M,"['wedding', 'jim', 'michelle', 'gathering', 'families', 'friends', 'including', 'jims', 'old', 'friends', 'high', 'school', 'michelles', 'little', 'sister']"
777,777,777,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,eurotrip,15,92 min,['comedy'],6.6,"Dumped by his girlfriend, a high school grad decides to embark on an overseas adventure in Europe with his friends.",jeff schaffer,"('Alec Berg',), ('David Mandel',), ('Scott Mechlowicz',), ('Jacob Pitts',)","2,09,146",$17.72M,"['dumped', 'girlfriend', 'high', 'school', 'grad', 'decides', 'embark', 'overseas', 'adventure', 'europe', 'friends']"
778,778,778,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,rocky balboa,12A,102 min,"['action', 'drama', 'sport']",7.1,"Thirty years after the ring of the first bell, Rocky Balboa comes out of retirement and dons his gloves for his final fight against the reigning heavyweight champ Mason 'The Line' Dixon.",sylvester stallone,"('Sylvester Stallone',), ('Antonio Tarver',), ('Milo Ventimiglia',), ('Burt Young',)","2,15,676",$70.27M,"['thirty', 'years', 'ring', 'first', 'bell', 'rocky', 'balboa', 'comes', 'retirement', 'dons', 'gloves', 'final', 'fight', 'reigning', 'heavyweight', 'champ', 'mason', 'line', 'dixon']"
